publication, user, type, topic, publication_description, quality, num_likes, num_comments, num_share, date, users_tagged
828,831,Video,Sports,Tokio Olympic games,0.48545021233664165,4,0,0,61,6
829,551,Video,Sports,Family running on the beach,0.4930385413619375,1,1,1,61,1
830,89,Video,Animals,Cat eating,0.4050045126775854,5,3,2,61,5
831,406,Image,Animals,Dog raising her dogs,0.052942050033590426,1,0,0,61,9
832,603,Image,Food,Cheese fondue in Switzerland,0.45703313039893145,8,3,2,61,4
833,548,Video,Sports,Lakers vs Miami match,0.5571910976197804,12,5,4,61,5
834,519,Video,Sports,Lakers vs Miami match,0.39644398819820614,1,0,0,61,9
835,516,Video,TV show,Black Batman costume,0.9842736526729857,37,8,4,61,2
836,353,Text,Sports,Lakers vs Miami match,0.10507154232715787,0,0,0,61,9
837,428,Video,Music Artist,Michael Jackson dancing,0.14999354337873583,0,0,0,61,4
838,326,Image,Sports,Playing paddle,0.9322525745332213,17,3,0,61,6
839,987,Video,TV show,Black Batman costume,0.8336237319746033,5,3,3,61,3
840,753,Image,Food,McDonald’s burger and sauces,0.8668252058411118,23,11,7,61,6
841,662,Image,TV show,Arcane breaking rankings,0.26741217581208165,1,0,0,61,3
842,535,Video,TV show,Arcane breaking rankings,0.42477219343057016,5,2,2,62,4
843,195,Image,TV show,The Great British Baking Show,0.6222334401593006,18,6,5,62,5
844,306,Image,Music Artist,Family singing,0.16057834364697843,0,0,0,62,6
845,955,Video,Animals,Family in the safari,0.9988312461907635,24,8,7,62,5
846,452,Video,Music Artist,Elvis Presley show,0.14861486762110843,0,0,0,62,3
847,961,Video,Sports,Watching football on the TV,0.08404572769721996,0,0,0,62,3
848,185,Image,TV show,The Great British Baking Show,0.279544497153692,2,0,0,62,1
849,785,Image,Sports,Lakers vs Miami match,0.09733857513050226,0,0,0,62,6
850,555,Text,Food,Chinese Peking duck,0.4681064997940484,11,3,1,63,3
851,266,Image,Animals,Dog raising her dogs,0.022380698133049992,0,0,0,63,7
852,552,Text,Music Artist,Listening queen on the bed,0.5162496077691299,4,1,1,63,5
853,320,Image,Music Artist,Listening queen on the bed,0.037122923304496735,2,0,0,63,6
854,357,Text,Music Artist,Boy and girl dancing,0.22072381290416454,3,1,0,63,5
855,619,Text,Music Artist,Michael Jackson dancing,0.720906339926803,2,1,1,63,3
856,684,Image,TV show,The Great British Baking Show,0.2307330854323788,1,0,0,63,4
857,673,Video,TV show,Kid watching Better Call Saul,0.9960437205802853,17,6,3,63,5
858,222,Video,Travels,Heat on Great Pyramid of Giza,0.3362730638116517,2,1,1,63,1
859,185,Text,TV show,Kid watching Better Call Saul,0.14630255734610376,2,0,0,63,3
860,88,Video,Computer games,League of legends game,0.4696041408975613,4,1,0,63,9
861,785,Video,Music Artist,AC/DC playing the guitar,0.5229797017858017,5,3,2,63,0
862,600,Text,Music Artist,Boy and girl dancing,0.21811524674970473,1,1,1,63,5
863,946,Text,Animals,Giraffe smiling,0.2993806726734308,5,1,1,63,5
864,969,Image,TV show,Arcane breaking rankings,0.27255014791805454,2,1,0,63,5
865,343,Image,Animals,Dog with glasses and smiling,0.6703597093704309,16,5,4,63,10
866,794,Video,Computer games,Play store menu,0.3919672579060228,5,0,0,63,1
867,502,Video,Music Artist,Listening queen on the bed,0.3367286464643804,2,0,0,63,5
868,891,Image,Animals,Cat with glasses and smiling,0.14142788912039572,1,1,1,63,5
869,147,Text,Drink Brand,Green Fanta on the supermarket,0.42964246155765073,4,0,0,63,6
870,513,Image,Sports,Visitors watching the Camp Nou,0.1514696000786141,1,0,0,63,6
871,40,Video,TV show,The Great British Baking Show,0.055913506981906,1,0,0,63,6
872,671,Text,Food,Family eating lasagne,0.21931869516984415,5,3,3,64,10
873,732,Video,Music Artist,Pink Floyd doing a talk,0.7243283655864429,10,1,1,64,1
874,380,Video,News and present,Messi is angry,0.015170449901659167,0,0,0,64,1
875,461,Image,News and present,Ukraine crisis,0.6307621364377813,7,2,2,64,6
876,17,Text,Sports,Watching football on the TV,0.7957048188290463,28,11,9,64,7
877,365,Image,Food,Food Travels,0.7105989429266459,7,2,2,64,4
878,838,Image,Food,Family eating lasagne,0.22525510008135707,0,0,0,64,5
879,900,Image,Computer games,Play store menu,0.3846706041671252,3,0,0,64,6
880,50,Video,Animals,Cat eating,0.3316591670164952,3,0,0,64,6
881,285,Image,Music Artist,Pink Floyd doing a talk,0.762665415259638,17,4,4,64,9
882,582,Video,Music Artist,Viñarock tickets,0.3418129144462616,0,0,0,64,7
883,442,Image,News and present,Fight for women,0.24603977299812618,0,0,0,64,6
884,474,Image,TV show,Dog watching the TV,0.49457091187860136,4,0,0,65,8
885,180,Image,Food,Chorizo a la sidra,0.5298411410187547,11,4,2,65,2
886,182,Image,Music Artist,AC/DC playing the guitar,0.8223694096873289,12,3,3,65,0
887,108,Video,TV show,Breaking bad scene,0.35476910125778116,3,2,2,65,6
888,264,Video,TV show,Almodovar on the Oscars gala,0.24265097947145553,0,0,0,65,6
889,260,Image,Sports,Watching football on the TV,0.5083644716167836,15,4,3,65,8
890,324,Video,TV show,Dog watching the TV,0.9601492014770178,36,13,12,65,1
891,154,Text,Sports,Kid watching champions league on mobile phone,0.4572196466589522,3,0,0,65,5
892,792,Text,Sports,Kid playing tennis,0.05785434118611621,1,0,0,65,4
893,348,Image,Computer games,Friends playing games on the sofa,0.6476621279213982,9,3,2,65,3
894,388,Image,Sports,Watching football on the TV,0.22447135944386598,2,1,1,66,5
895,666,Image,Computer games,Play store menu,0.9742695653506819,24,7,5,66,6
896,51,Text,Animals,Cat raising her cats,0.23849917986942337,1,0,0,66,2
897,732,Video,Animals,Human playing with his dog,0.04185628382519835,1,0,0,66,8
898,959,Image,Music Artist,Pink Floyd doing a talk,0.255126473176576,0,0,0,66,7
899,999,Video,Animals,Family in the safari,0.6991640530410251,1,1,0,66,1
900,583,Image,Sports,Family running on the beach,0.04624699877875682,0,0,0,66,7
901,666,Image,Animals,Cat eating,0.21786236477490772,1,0,0,66,1
902,90,Text,Sports,Mbappe coming to Madrid,0.7130993390488605,9,1,1,66,5
903,996,Image,Sports,Watching football on the TV,0.22398270067474169,0,0,0,66,5
904,955,Video,TV show,Breaking bad scene,0.6008428453796395,7,3,2,66,7
905,384,Image,TV show,The Great British Baking Show,0.9332234075630035,23,7,6,66,5
906,561,Text,Music Artist,Led Zeppelin singing,0.5531417630625352,4,2,1,66,4
907,910,Text,TV show,Family going to the cinema,0.5744681447346376,1,0,0,66,5
908,564,Video,Sports,Playing paddle,0.2640293751023932,2,1,1,66,8
909,337,Image,Sports,Playing paddle,0.7116694080562216,11,6,4,66,4
910,221,Image,TV show,Arcane breaking rankings,0.04345700840618649,0,0,0,67,8
911,954,Image,Food,Family eating lasagne,0.9055427123523663,19,11,10,67,5
912,524,Image,News and present,Messi is angry,0.07049431422642138,1,1,1,67,6
913,90,Image,Animals,Grey cat jumping,0.9806428167458201,13,3,1,67,7
914,497,Text,Sports,Kid playing tennis,0.8686364051970009,7,4,4,67,8
915,357,Image,Sports,Lakers vs Miami match,0.9642194022082129,14,8,7,67,6
916,219,Image,Food,Glass in the microwave,0.8051836981868535,12,3,3,67,2
917,564,Image,TV show,Black Batman costume,0.45606822854369444,10,3,2,67,0
918,222,Video,Music Artist,Piano classes academy,0.004654279772027259,0,0,0,67,2
919,127,Video,Computer games,Red Nintendo DS,0.43869947435060896,8,4,2,67,2
920,90,Video,News and present,Fight for women,0.3685652467006685,2,0,0,67,4
921,462,Image,Computer games,Happy family playing Wii,0.5597896037894856,4,2,1,67,3
922,90,Image,Sports,Tokio Olympic games,0.7216456996820227,8,2,2,67,4
923,516,Image,Sports,Mbappe coming to Madrid,0.13813176943401229,1,0,0,67,1
924,19,Image,Sports,Cat playing football,0.7226142751613052,24,9,7,67,8
925,378,Image,TV show,Black Batman costume,0.33689593383189964,3,0,0,67,2
926,992,Video,Music Artist,Boy and girl dancing,0.5572163466964954,2,2,1,67,4
927,413,Image,Music Artist,Eminem singing on NFL,0.9693148555005761,11,4,3,67,5
928,189,Video,Sports,Kid watching champions league on mobile phone,0.15285975318675815,1,0,0,67,6
929,551,Text,Animals,Human playing with his dog,0.12415769116245112,0,0,0,67,4
930,790,Video,Computer games,Happy family playing Wii,0.6787170307088807,10,2,2,67,9
931,613,Image,Music Artist,Rap battle on the street,0.1481025461474058,1,0,0,67,6
932,126,Text,Sports,Mbappe coming to Madrid,0.14067359401067248,1,0,0,67,6
933,602,Image,Music Artist,Boy and girl dancing,0.04673475350912082,1,0,0,68,7
934,622,Text,Music Artist,Elvis Presley show,0.6940297710307319,1,0,0,68,4
935,300,Text,Sports,Kid watching champions league on mobile phone,0.07221109396359282,2,1,0,68,2
936,414,Video,TV show,Tv comedy,0.9862154505908007,41,15,13,68,2
937,664,Video,Animals,Grey cat jumping,0.8457623657146703,32,12,8,68,3
938,398,Text,Music Artist,Driving a car with music,0.5764692567725099,0,0,0,68,1
939,746,Image,Sports,Kid playing tennis,0.7609479403789404,2,0,0,69,5
940,698,Text,Sports,Mbappe coming to Madrid,0.9077528040143026,13,3,3,69,6
941,30,Video,Animals,Rabbit sleeping,0.44750813507030174,2,1,1,69,2
942,397,Image,Music Artist,Family singing,0.4886205598002191,3,2,2,69,7
943,909,Image,Animals,Happy zebra playing on the floor,0.01580703450373544,0,0,0,69,5
944,996,Image,Food,Coca-Cola factory visitors,0.9185095570242889,5,2,2,69,3
945,964,Video,Sports,Cat playing football,0.07866501578705865,1,0,0,69,0
946,803,Image,Sports,Cat playing football,0.9663450224919651,12,4,3,69,3
947,5,Video,Music Artist,Michael Jackson dancing,0.5188506367460238,5,1,1,69,2
948,33,Image,TV show,Almodovar on the Oscars gala,0.731276417914612,20,4,4,69,8
949,335,Video,Sports,Palau Blaugrana show,0.33723852822932987,0,0,0,69,6
950,401,Image,Computer games,Play store menu,0.37186959036265155,1,0,0,69,3
951,923,Text,Sports,Lakers vs Miami match,0.9434532533960683,3,0,0,69,7
952,726,Video,Music Artist,1M of assistants in a concert,0.9541574910078172,27,6,6,69,3
953,55,Image,Music Artist,Piano classes academy,0.7055429425611888,19,2,1,69,1
954,64,Video,Sports,Lakers vs Miami match,0.7134212954190756,17,2,1,70,9
955,481,Text,TV show,Black Batman costume,0.33492662812367946,1,0,0,70,1
956,169,Video,Animals,Sad dog playing with a ball,0.3885103751935186,1,1,0,70,2
957,979,Image,Animals,Human playing with his dog,0.23400602064678655,0,0,0,70,6
958,278,Video,Sports,Tokio Olympic games,0.3761696424865838,3,1,0,70,9
959,734,Video,Sports,Palau Blaugrana show,0.8350916830958774,10,1,1,70,3
960,997,Image,Music Artist,Listening queen on the bed,0.8370589827637065,1,1,0,70,0
961,574,Image,Sports,Lakers vs Miami match,0.6303571700058989,9,1,1,70,5
962,725,Image,Computer games,Computer games shop,0.3120367989674653,0,0,0,70,3
963,447,Video,Sports,Kid watching champions league on mobile phone,0.783632783874317,8,3,3,70,8
964,34,Text,Food,Cheese fondue in Switzerland,0.3093380517250992,2,0,0,70,3
965,678,Image,Animals,Giraffe smiling,0.755903849604466,7,3,0,70,4
966,914,Image,Music Artist,Elvis Presley show,0.9657642503724665,24,8,7,70,8
967,870,Image,Music Artist,Family singing,0.591815129143349,3,0,0,70,3
968,992,Image,Sports,Mbappe coming to Madrid,0.5393041891714414,2,0,0,70,3
969,726,Image,TV show,Breaking bad scene,0.2268554632609764,0,0,0,70,5
970,455,Image,TV show,Black Batman costume,0.9199557772656946,25,7,5,70,7
971,163,Image,TV show,Arcane breaking rankings,0.5611331119073286,10,3,3,70,6
972,319,Image,Computer games,League of legends game,0.48944972274027654,4,1,1,70,4
973,643,Image,Music Artist,1M of assistants in a concert,0.5357427486349868,10,3,3,70,5
974,199,Text,Sports,Watching football on the TV,0.17977306624678913,0,0,0,70,5
975,601,Text,Animals,Cat with glasses and smiling,0.3847034002512464,5,3,3,70,7
976,821,Image,Sports,Kid playing tennis,0.24797401775497385,6,1,1,71,3
977,152,Image,Music Artist,1M of assistants in a concert,0.7420018343864869,3,1,1,71,8
978,259,Video,Music Artist,Michael Jackson dancing,0.8563645067337684,29,6,3,71,3
979,519,Video,TV show,Tv comedy,0.29236269915594204,4,0,0,71,4
980,383,Image,Animals,Human touching a parrot,0.07299414880678223,0,0,0,71,3
981,631,Image,TV show,Tv comedy,0.5816238927022239,7,2,2,71,8
982,338,Image,TV show,Almodovar on the Oscars gala,0.2957907991079469,0,0,0,71,3
983,736,Image,Animals,Happy zebra playing on the floor,0.22543140510478799,0,0,0,71,9
984,769,Image,News and present,Messi is angry,0.42838981727790626,2,1,1,71,6
985,249,Text,Computer games,Red Nintendo DS,0.34687006648157215,0,0,0,71,1
986,722,Image,Music Artist,Rap battle on the street,0.2998486140271408,4,0,0,71,7
987,84,Text,Music Artist,Piano classes academy,0.2999583683425715,3,1,1,71,8
988,907,Image,Computer games,Ibai Llanos streaming,0.9203125584652,12,3,3,71,0
989,618,Image,Animals,Human touching his cat,0.2492060964826427,1,0,0,71,1
990,232,Video,Sports,Lakers vs Miami match,0.5406865575689171,5,4,3,71,8
991,78,Image,Music Artist,Viñarock tickets,0.133150108423012,0,0,0,71,4
992,904,Image,Music Artist,Led Zeppelin singing,0.4624744643488159,1,1,1,71,2
993,575,Image,Sports,Family running on the beach,0.367736600985792,1,0,0,71,3
994,187,Text,Animals,Brown cat jumping,0.3883683759710099,4,0,0,71,9
995,916,Image,Music Artist,Piano classes academy,0.060183386287756324,5,2,2,71,2
996,718,Image,Sports,Watching football on the TV,0.80753358301106,15,4,2,72,9
997,14,Image,Sports,Tokio Olympic games,0.9093698569292921,18,4,3,72,3
998,769,Text,Music Artist,Driving a car with music,0.9967852539056314,18,7,6,72,7
999,240,Text,Sports,Lakers vs Miami match,0.2657138114583273,3,2,2,72,2
1000,994,Image,Music Artist,Rap battle on the street,0.5463726045612615,2,2,2,72,8
1001,934,Text,TV show,Almodovar on the Oscars gala,0.5520925697485792,3,1,1,72,8
1002,556,Image,Sports,Cat playing football,0.055104767320953485,0,0,0,72,4
1003,815,Video,Animals,Dog sleeping in bed,0.161143778164617,0,0,0,72,9
1004,884,Image,Animals,Dog eating,0.03294143851753628,0,0,0,72,1
1005,172,Image,Computer games,Buying on Steam,0.46037228730733404,5,2,1,72,2
1006,489,Image,Music Artist,Viñarock tickets,0.520176843530062,4,0,0,72,6
1007,236,Image,TV show,Dog watching the TV,0.5093346833156749,4,2,2,72,2
1008,642,Video,Music Artist,Eminem singing on NFL,0.32830548496728273,4,1,0,72,8
1009,489,Video,Animals,Brown cat jumping,0.6338359342118207,6,0,0,72,5
1010,975,Video,TV show,Tv comedy,0.7324094914693394,3,0,0,72,1
1011,763,Image,TV show,Watching the TV having dinner,0.7683234930909001,6,4,4,72,8
1012,839,Video,TV show,Breaking bad scene,0.18491584131411665,0,0,0,72,3
1013,616,Video,TV show,Family going to the cinema,0.38225645131957064,5,1,0,72,1
1014,48,Text,Sports,Kid watching champions league on mobile phone,0.5203527313862664,16,6,5,73,3
1015,437,Image,Sports,Playing paddle,0.9694489251014979,59,31,21,73,5
1016,361,Image,TV show,Black Batman costume,0.12084849707807732,0,0,0,73,7
1017,304,Video,Animals,Dog sleeping in bed,0.047170150347994766,0,0,0,73,2
1018,819,Image,Sports,Watching football on the TV,0.6942456513422814,8,3,2,73,4
1019,378,Text,Music Artist,Listening queen on the bed,0.9579949801450551,30,12,10,73,9
1020,316,Text,Animals,Dog sleeping in bed,0.06422592839726404,0,0,0,73,1
1021,32,Video,TV show,The Great British Baking Show,0.8071080303319714,23,9,6,73,5
1022,862,Video,Sports,Kid playing tennis,0.31906664721156164,3,0,0,73,4
1023,433,Image,Computer games,Flappy bird creator,0.08988490045339714,1,0,0,73,2
1024,394,Text,Music Artist,Piano classes academy,0.5882118794919344,5,1,1,73,5
1025,881,Image,Sports,Family running on the beach,0.5233006861219991,7,5,3,73,1
1026,673,Video,TV show,Kid watching Better Call Saul,0.15880520289064548,1,1,1,73,4
1027,362,Text,Music Artist,Viñarock tickets,0.9471510432891788,4,1,1,73,3
1028,555,Image,Sports,Playing paddle,0.4144632270753751,8,3,3,73,4
1029,798,Image,TV show,Family going to the cinema,0.7791539094550249,12,6,5,73,5
1030,985,Image,TV show,Family going to the cinema,0.5897904399844968,7,2,1,73,0
1031,952,Video,Travels,Heat on Great Pyramid of Giza,0.0435102649490966,0,0,0,73,4
1032,42,Video,Animals,Family in the safari,0.33617504373982554,5,2,2,73,8
1033,992,Video,Animals,Human touching a parrot,0.04721846761849646,0,0,0,73,8
1034,793,Text,Sports,Cat playing football,0.1296327727651897,1,1,1,73,6
1035,15,Image,Animals,Cat raising her cats,0.5248853714624211,7,2,2,73,8
1036,522,Image,Sports,Mbappe coming to Madrid,0.2502619070315666,2,0,0,73,4
1037,730,Video,TV show,Breaking bad scene,0.2762491886494144,2,0,0,74,6
1038,208,Image,Sports,Mbappe coming to Madrid,0.5242042672210745,1,0,0,74,5
1039,573,Image,Music Artist,Driving a car with music,0.380908855700543,2,1,1,74,8
1040,969,Video,Sports,Visitors watching the Camp Nou,0.855709097324241,11,2,1,74,5
1041,341,Image,Food,Glass in the microwave,0.24710169795296366,1,1,1,74,0
1042,381,Video,News and present,Fight for women,0.5669106786499494,9,1,0,74,7
1043,283,Image,Sports,Kid playing tennis,5.137162853522392E-4,0,0,0,74,5
1044,100,Image,Food,Coca-Cola factory visitors,0.46443540428788765,5,2,2,74,6
1045,687,Image,Music Artist,Rap battle on the street,0.2547672234746764,1,0,0,74,4
1046,295,Image,Sports,Palau Blaugrana show,0.8278993777859852,7,4,3,74,2
1047,626,Image,News and present,Mental health,0.07413996536453427,0,0,0,74,1
1048,379,Image,Computer games,Tutorial of Valorant,0.895188154114814,26,5,4,74,7
1049,11,Video,Computer games,Buying on Steam,0.07787457603466141,1,0,0,74,3
1050,605,Video,Sports,Visitors watching the Camp Nou,0.9545568286776362,20,6,6,74,3
1051,362,Image,TV show,Breaking bad scene,0.6304138536149768,4,3,1,74,2
1052,516,Text,Sports,Kid watching champions league on mobile phone,0.7109316835708093,14,7,3,74,0
1053,783,Text,Music Artist,Eminem singing on NFL,0.116502184939828,1,1,0,74,6
1054,294,Video,Computer games,Play store menu,0.7546111118818124,10,4,4,74,1
1055,436,Image,Music Artist,Led Zeppelin singing,0.4784623728609255,0,0,0,75,6
1056,848,Image,Animals,Brown cat jumping,0.7356578658247631,5,0,0,75,6
1057,958,Text,Animals,Sad dog playing with a ball,0.9385502116664332,7,1,0,75,5
1058,170,Image,Animals,Cat raising her cats,0.49381824658130913,3,2,1,75,8
1059,370,Image,Animals,Dog eating,0.7468392618865392,10,3,2,75,7
1060,675,Image,Animals,Turtle eating,0.9693091763429611,22,8,8,75,6
1061,529,Video,TV show,Arcane breaking rankings,0.9687868329880444,28,15,9,75,3
1062,130,Image,Animals,Dog eating,0.30189992029634927,1,0,0,76,8
1063,537,Video,TV show,Dog watching the TV,0.5956766986770757,6,3,3,76,8
1064,256,Image,Sports,Kid watching champions league on mobile phone,0.5394617541575929,12,7,3,76,10
1065,29,Video,Food,Turkish doner kebab,0.5252463063774958,4,0,0,76,5
1066,358,Video,TV show,Almodovar on the Oscars gala,0.10664772129454203,0,0,0,76,7
1067,63,Text,TV show,Family going to the cinema,0.9264865661174957,34,8,5,76,8
1068,96,Image,Sports,Cat playing football,0.38435193332774664,5,4,2,76,8
1069,42,Image,Sports,Visitors watching the Camp Nou,0.07486723289641417,0,0,0,76,1
1070,987,Image,Animals,Dog with glasses and smiling,0.884345900054177,9,4,3,76,5
1071,147,Image,TV show,The Great British Baking Show,0.20999031609728336,1,0,0,76,8
1072,208,Video,TV show,Watching the TV having dinner,0.7996478005126045,7,2,2,76,8
1073,318,Image,News and present,Tornadoes ravage central U.S.,0.05577408107743764,0,0,0,76,2
1074,757,Image,Travels,Red umbrella on the Moai on Easter Island,0.06847696254358937,0,0,0,76,4
1075,254,Video,Animals,Brown cat jumping,0.4465469720600267,3,1,1,76,6
1076,225,Video,TV show,Tv comedy,0.7822614069025673,11,6,3,76,3
1077,356,Video,Travels,Kid imitating the Statue of Liberty in the USA,0.49400652271077394,5,3,3,76,7
1078,196,Text,Sports,Mbappe coming to Madrid,0.584969847949602,9,3,2,76,1
1079,704,Image,Animals,Rabbit sleeping,0.2520190798399069,2,1,1,76,5
1080,379,Text,Sports,Family running on the beach,0.297347790520355,1,0,0,76,6
1081,54,Image,Music Artist,Led Zeppelin singing,0.9683544516257266,20,9,7,76,7
1082,597,Image,Animals,Dog raising her dogs,0.8490188829436023,11,2,2,76,3
1083,267,Video,Animals,Cat with glasses and smiling,0.07794877783495169,0,0,0,77,6
1084,618,Image,Sports,Tokio Olympic games,0.6873170113237468,11,4,2,77,5
1085,28,Image,Computer games,Red Nintendo DS,0.27285471992515753,3,2,1,78,0
1086,881,Image,Sports,Kid playing tennis,0.9319174841926429,13,3,3,78,3
1087,136,Video,Music Artist,Family singing,0.04671777677383704,0,0,0,78,0
1088,212,Video,Animals,Human touching his cat,0.5872129406088048,5,1,1,78,9
1089,819,Image,TV show,Arcane breaking rankings,0.5484753948397231,5,1,0,78,8
1090,651,Image,Computer games,Red Nintendo DS,0.3438012097912818,2,1,0,78,7
1091,138,Video,TV show,Kid watching Better Call Saul,0.7221703347027136,13,3,2,79,4
1092,64,Image,Music Artist,Boy and girl dancing,0.816670809698963,37,18,14,79,8
1093,864,Image,Music Artist,Pink Floyd doing a talk,0.688605228189873,7,2,2,79,5
1094,399,Video,Sports,Kid watching champions league on mobile phone,0.6693918075624165,10,2,2,79,4
1095,963,Image,Music Artist,Led Zeppelin singing,0.7737290425554889,9,4,3,79,6
1096,586,Video,TV show,Watching the TV having dinner,0.5036101366460973,0,0,0,79,8
1097,943,Image,News and present,The rise of NFTs,0.41637865516608863,4,0,0,79,8
1098,910,Image,Sports,Visitors watching the Camp Nou,0.38468931107738846,0,0,0,79,6
1099,18,Image,Drink Brand,Beer competition,0.06122188066353562,3,0,0,79,2
1100,568,Image,Sports,Watching football on the TV,0.5285144812825813,8,3,2,79,3
1101,803,Text,Music Artist,Viñarock tickets,0.9518992031072495,10,5,2,79,7
1102,550,Image,News and present,Mental health,0.7063167259480371,8,5,2,79,4
1103,487,Video,Music Artist,1M of assistants in a concert,0.31698555618134205,0,0,0,79,4
1104,93,Image,Computer games,Buying on Steam,0.5224034868726061,17,4,3,79,3
1105,797,Text,Travels,Having dinner on the tower of Pisa,0.8830713076972292,19,9,5,79,3
1106,741,Image,Sports,Visitors watching the Camp Nou,0.743380637908116,3,2,2,79,7
1107,308,Image,TV show,Black Batman costume,0.5840234185842005,9,2,1,79,4
1108,200,Image,TV show,Breaking bad scene,0.3405418732894362,1,1,0,79,4
1109,951,Image,Sports,Mbappe coming to Madrid,0.5054508071229581,3,2,1,79,6
1110,586,Image,Sports,Tokio Olympic games,0.6618344385668515,4,1,1,79,3
1111,918,Text,Sports,Tokio Olympic games,0.49320837108686355,6,2,2,79,3
1112,639,Text,Music Artist,Rap battle on the street,0.13067738159449327,0,0,0,80,4
1113,167,Image,Sports,Kid playing tennis,0.6454222194679806,8,1,0,80,1
1114,731,Text,Animals,Cat raising her cats,0.4976198504427747,2,1,0,80,1
1115,599,Image,News and present,Putin negates Ukraine peace agreement,0.22781430267313585,0,0,0,80,3
1116,499,Image,Sports,Lakers vs Miami match,0.4568142905106335,1,0,0,80,2
1117,716,Image,Food,Dad cooking rice,0.2784517524136777,1,0,0,80,8
1118,899,Video,Computer games,Happy family playing Wii,0.34320600793732425,1,0,0,80,4
1119,326,Image,Music Artist,Pink Floyd doing a talk,0.10252303576817379,0,0,0,80,6
1120,202,Video,Animals,Happy zebra playing on the floor,0.3898403481855284,2,0,0,80,1
1121,853,Image,Sports,Playing paddle,0.9619854207055422,12,3,1,80,5
1122,874,Video,Animals,Sad dog playing with a ball,0.23850124113054738,2,0,0,80,6
1123,522,Video,Drink Brand,Green Fanta on the supermarket,0.23185512615591342,1,0,0,80,1
1124,954,Text,Food,Family eating lasagne,0.1957320888021965,2,1,1,80,6
1125,584,Image,Animals,Human touching a parrot,0.982500233140668,25,10,8,80,4
1126,853,Image,TV show,Black Batman costume,0.5526737357081085,2,1,0,80,5
1127,54,Image,Music Artist,Piano classes academy,0.273123371838326,1,0,0,80,1
1128,171,Text,TV show,Dog watching the TV,0.09319531885449606,0,0,0,80,1
1129,317,Image,Food,McDonald’s burger and sauces,0.8249887043245867,10,5,5,80,9
1130,677,Video,Music Artist,Driving a car with music,0.13524605381125976,0,0,0,81,5
1131,414,Video,Music Artist,Boy and girl dancing,0.30660380171669144,4,2,2,81,5
1132,789,Image,Sports,Cat playing football,0.8115138843062426,13,5,3,81,2
1133,483,Text,Animals,Grey cat jumping,0.522301247569401,2,2,1,81,3
1134,90,Text,Food,Cheese fondue in Switzerland,0.36801467928898957,1,0,0,81,6
1135,746,Image,Sports,Family running on the beach,0.3435596295134129,1,1,0,81,6
1136,794,Video,Sports,Cat playing football,0.5327635076527039,6,1,1,81,3
1137,171,Image,Music Artist,1M of assistants in a concert,0.9105383748597338,16,8,6,81,7
1138,300,Video,Music Artist,Viñarock tickets,0.1404927674409987,3,1,0,81,3
1139,687,Video,TV show,Almodovar on the Oscars gala,0.4382625554693256,3,0,0,81,3
1140,698,Image,Music Artist,Eminem singing on NFL,0.6120662964385339,6,1,1,81,2
1141,405,Text,TV show,Black Batman costume,0.7448677166047812,9,5,4,81,7
1142,666,Video,News and present,Ukraine crisis,0.6900797647948123,8,2,1,81,1
1143,986,Text,Music Artist,Eminem singing on NFL,0.9398095959512166,11,5,5,81,4
1144,580,Text,Animals,Cat eating,0.310904886380437,2,0,0,81,7
1145,282,Video,Food,Chinese Peking duck,0.7636932996271106,16,6,5,81,7
1146,186,Video,TV show,Arcane breaking rankings,0.4117420252141357,2,0,0,81,1
1147,428,Image,Animals,Humans visiting the zoo,0.9918928637403989,18,5,2,81,4
1148,213,Image,TV show,Family going to the cinema,0.0173386133844996,0,0,0,81,1
1149,811,Image,Animals,Cat with glasses and smiling,0.6774076407949976,6,2,2,81,8
1150,859,Text,Animals,Human playing with his dog,0.4195937206764555,4,1,0,81,5
1151,231,Image,News and present,COVID-19 vaccines available to all,0.9262755657493825,16,5,4,81,4
1152,498,Text,Animals,Dog sleeping in bed,0.4887340919119495,1,0,0,81,3
1153,846,Image,TV show,Family going to the cinema,0.19057849220930023,1,1,0,81,6
1154,897,Image,Sports,Kid playing tennis,0.4807879857188937,2,2,2,81,2
1155,532,Image,Food,Cheese fondue in Switzerland,0.231654140348866,2,1,1,82,10
1156,522,Image,Music Artist,Eminem singing on NFL,0.5955408584758958,8,2,2,82,10
1157,67,Video,Sports,Cat playing football,0.7866868114835792,25,6,5,82,6
1158,36,Video,TV show,Watching the TV having dinner,0.021044828030645557,0,0,0,82,4
1159,398,Text,Animals,Cat sleeping in bed,0.6882849916482684,4,0,0,82,2
1160,351,Image,Drink Brand,Heineken advertisement,0.7304284670796132,19,6,5,82,7
1161,490,Image,Sports,Mbappe coming to Madrid,0.11306575461809942,0,0,0,82,1
1162,694,Video,Music Artist,Boy and girl dancing,0.7882820998129845,6,1,0,83,3
1163,605,Text,Sports,Lakers vs Miami match,0.5534644625516307,4,0,0,83,8
1164,800,Video,Computer games,Buying on Steam,0.5429953915429794,5,0,0,83,3
1165,94,Video,TV show,Dog watching the TV,0.35698239833193246,4,0,0,83,1
1166,671,Image,Animals,Brown cat jumping,0.9824791197825183,16,7,6,83,3
1167,561,Image,TV show,Kid watching Better Call Saul,0.6885939280586837,3,1,1,84,8
1168,80,Image,TV show,Family going to the cinema,0.7433464492665444,12,4,3,84,5
1169,930,Image,Music Artist,Listening queen on the bed,0.27174934874040346,0,0,0,84,9
