user,publication,score
17,635,[0.20201317776002947, 0.0]
17,380,[0.2935582181103409, 0.0]
17,636,[0.22350328304603428, 0.0]
17,125,[0.20535171683771813, 0.0]
17,637,[0.25127546308499005, 0.0]
17,126,[0.25057319566291564, 0.0]
17,384,[0.23101936755367686, 0.0]
17,388,[0.2909119070213744, 0.0]
17,389,[0.2520912151785884, 0.0]
17,645,[0.19329682918808153, 0.0]
17,646,[0.21042424673053828, 0.0]
17,135,[0.2601811507587692, 0.0]
17,136,[0.22636353799330233, 0.0]
17,648,[0.22094318929356083, 0.0]
17,654,[0.289610109922665, 0.0]
17,655,[0.22710050347101124, 0.0]
17,658,[0.2775594041282845, 0.0]
17,662,[0.26407341823357305, 0.0]
17,663,[0.18963239651255298, 0.0]
17,919,[0.26320342412184367, 0.0]
17,664,[0.23803597482671732, 0.0]
17,920,[0.21095849930183463, 0.0]
17,162,[0.2658565787186318, 0.0]
17,930,[0.26658425246981443, 0.0]
17,164,[0.2306882984118367, 0.0]
17,165,[0.1490638178870177, 0.0]
17,677,[0.21846175418350375, 0.0]
17,425,[0.20609308423786205, 0.0]
17,681,[0.22805837022139386, 0.0]
17,170,[0.1737912465715187, 0.0]
17,426,[0.28619008017829534, 0.0]
17,682,[0.2948475429919696, 0.0]
17,171,[0.18860088233294814, 0.0]
17,683,[0.14888183483916725, 0.0]
17,178,[0.16552921181953983, 0.0]
17,179,[0.29565274503060623, 0.0]
17,693,[0.26745542628532937, 0.0]
17,694,[0.27891107695200135, 0.0]
17,696,[0.19369934780889278, 0.0]
17,955,[0.18882547779314016, 0.0]
17,189,[0.22150359396593494, 0.0]
17,959,[0.31595439055302044, 0.0]
17,1215,[0.2559265899193911, 0.0]
17,960,[0.2562889195177321, 0.0]
17,1216,[0.22485357780542592, 0.0]
17,706,[0.28061951441933664, 0.0]
17,707,[0.24366533512169022, 0.0]
17,196,[0.2308615292787628, 0.0]
17,197,[0.3040040694196022, 2.0]
17,716,[0.18603452332056375, 0.0]
17,717,[0.19857980654085322, 0.0]
17,718,[0.22848636189210547, 0.0]
17,723,[0.24320853024028724, 0.0]
17,724,[0.264640823699393, 0.0]
17,217,[0.2019681190069363, 0.0]
17,218,[0.2699873952803147, 0.0]
17,219,[0.19687502296926895, 0.0]
17,220,[0.21520126487294597, 0.0]
17,993,[0.1792881361943019, 0.0]
17,482,[0.2418631261506931, 0.0]
17,230,[0.1874820995027761, 0.0]
17,231,[0.19378641112099446, 0.0]
17,493,[0.28654246285628426, 0.0]
17,494,[0.20641444582640364, 0.0]
17,751,[0.3071116032524354, 2.0]
17,496,[0.2903539896791918, 0.0]
17,497,[0.20985945469022216, 0.0]
17,498,[0.2835439158254015, 0.0]
17,244,[0.2115538742526691, 0.0]
17,760,[0.23801519879656485, 0.0]
17,762,[0.30654450710784514, 0.0]
17,763,[0.2673731961592376, 0.0]
17,764,[0.22792700300515703, 0.0]
18,1,[0.2398331029616593, 0.0]
18,770,[0.17043084052103677, 0.0]
18,3,[0.21256108534605028, 0.0]
18,771,[0.1836175855746881, 0.0]
18,7,[0.2959765189068664, 0.0]
18,263,[0.25132668900508115, 0.0]
18,8,[0.30175168636127747, 0.0]
18,266,[0.3021620113361715, 1.0]
18,1035,[0.22727378630734213, 0.0]
18,781,[0.22666168332889383, 0.0]
18,16,[0.34329553009276137, 0.0]
18,784,[0.2672224385415316, 0.0]
18,17,[0.24624703556881586, 0.0]
18,18,[0.37359245099731725, 2.0]
18,20,[0.23825276948313417, 0.0]
18,788,[0.21537037948435245, 0.0]
18,21,[0.1917628478980086, 0.0]
18,22,[0.2682456052381142, 0.0]
18,790,[0.31536092303627816, 1.0]
18,23,[0.19197168935515924, 0.0]
18,24,[0.163184268146121, 0.0]
18,25,[0.25132193591815194, 0.0]
18,793,[0.2627264253055902, 0.0]
18,26,[0.21582537260825554, 0.0]
18,28,[0.21208101587663603, 0.0]
18,29,[0.22482317737373048, 0.0]
18,30,[0.14376534107108063, 0.0]
18,798,[0.2928933298645702, 0.0]
18,799,[0.22791998741009473, 0.0]
18,32,[0.19967283018299564, 0.0]
18,1057,[0.24815328790330593, 0.0]
18,34,[0.341927006524706, 0.0]
18,1058,[0.25166954719799733, 0.0]
18,1059,[0.2936162942506142, 0.0]
18,292,[0.2550714876842056, 0.0]
18,37,[0.30039842464586, 0.0]
18,38,[0.3301718807241809, 2.0]
18,39,[0.2661205888185728, 0.0]
18,41,[0.28936601556778824, 0.0]
18,42,[0.29910199184636665, 0.0]
18,302,[0.22574401437829847, 0.0]
18,303,[0.22172504972447488, 0.0]
18,48,[0.26739573358073876, 0.0]
18,49,[0.25912806868055227, 0.0]
18,55,[0.2826525002570852, 0.0]
18,56,[0.2625219346605674, 0.0]
18,57,[0.21624619241553356, 0.0]
18,58,[0.3278435743487103, 1.0]
18,59,[0.3251164255907377, 0.0]
18,60,[0.21377038062669523, 0.0]
18,61,[0.16688010098817235, 0.0]
18,317,[0.18001605261113557, 0.0]
18,573,[0.25245010305756554, 0.0]
18,63,[0.1984914771287827, 0.0]
18,320,[0.29096994919776825, 0.0]
18,65,[0.28373582681322973, 0.0]
18,321,[0.2835728241751791, 0.0]
18,323,[0.25747216651549515, 0.0]
18,328,[0.20667640259443654, 0.0]
18,332,[0.2140830151766604, 0.0]
18,333,[0.2499716622465098, 0.0]
18,845,[0.28188671487899186, 0.0]
18,78,[0.24033492215900515, 0.0]
18,846,[0.2072734256357235, 0.0]
18,79,[0.23151260130861706, 0.0]
18,80,[0.2562844571929237, 0.0]
18,336,[0.2554563898085376, 0.0]
18,338,[0.2681617362641235, 0.0]
18,84,[0.1951662613454449, 0.0]
18,86,[0.2575364169148183, 0.0]
18,87,[0.24239864675871453, 0.0]
18,863,[0.2486199494203749, 0.0]
18,864,[0.2119917842443244, 0.0]
18,99,[0.187155927123983, 0.0]
18,100,[0.18423831165176216, 0.0]
18,101,[0.28288090583491954, 0.0]
18,106,[0.19889101180125818, 0.0]
18,109,[0.2598397665711389, 0.0]
18,879,[0.1821071942742284, 0.0]
18,118,[0.24535285098695087, 0.0]
18,119,[0.308181282659547, 0.0]
18,120,[0.23924359816719765, 0.0]
18,376,[0.20750517470349683, 0.0]
18,377,[0.17127764119293437, 0.0]
18,378,[0.15529731881725878, 0.0]
18,641,[0.1654800651319879, 0.0]
18,644,[0.17920362526296899, 0.0]
18,650,[0.3059591326216219, 1.0]
18,651,[0.30872172661246733, 0.0]
18,652,[0.2984683346640397, 0.0]
18,653,[0.28730775574158757, 0.0]
18,398,[0.21141818301776527, 0.0]
18,654,[0.2417506913643217, 0.0]
18,399,[0.27818621695459833, 0.0]
18,145,[0.3267074298344157, 0.0]
18,662,[0.2723868391814026, 0.0]
18,663,[0.19794581746038253, 0.0]
18,156,[0.22485205112028175, 0.0]
18,157,[0.34677948005393305, 0.0]
18,162,[0.29947864164176996, 0.0]
18,166,[0.2277898848290384, 0.0]
18,167,[0.191000217567733, 0.0]
18,168,[0.266779085606563, 0.0]
18,424,[0.3117863795954787, 1.0]
18,427,[0.25177121608474273, 0.0]
18,684,[0.19092734540956308, 0.0]
18,685,[0.2770498560257185, 0.0]
18,942,[0.22659827445135436, 0.0]
18,175,[0.17903712756010723, 0.0]
18,943,[0.29725315459151525, 0.0]
18,944,[0.2790892752728701, 0.0]
18,178,[0.1331018920266287, 0.0]
18,179,[0.26322542523769504, 0.0]
18,183,[0.24130501823200357, 0.0]
18,184,[0.2407789292064328, 0.0]
18,696,[0.22670412678141375, 0.0]
18,185,[0.24138840696639774, 0.0]
18,186,[0.2244094637677219, 0.0]
18,187,[0.2624051047580208, 0.0]
18,955,[0.1971388987409697, 0.0]
18,700,[0.24479783771548708, 0.0]
18,198,[0.2970748722425419, 0.0]
18,216,[0.23273093951141155, 0.0]
18,732,[0.2239274111060881, 0.0]
18,994,[0.1502984511813395, 0.0]
18,486,[0.15188184352566203, 0.0]
18,487,[0.15065242467274562, 0.0]
18,495,[0.16495612571005058, 0.0]
18,1008,[0.2630864317250484, 0.0]
18,244,[0.20999075199062214, 0.0]
18,505,[0.31467220815263935, 0.0]
18,1017,[0.28571834700034804, 0.0]
18,1018,[0.26455437039170027, 0.0]
18,766,[0.2189344642329883, 0.0]
19,2,[0.3019715351869545, 0.0]
19,7,[0.3056937630327127, 1.0]
19,263,[0.25919208127907556, 0.0]
19,8,[0.31146893048712376, 1.0]
19,520,[0.28725227529738906, 0.0]
19,266,[0.29089160114103013, 0.0]
19,522,[0.2952203120644445, 0.0]
19,523,[0.21393694363117105, 0.0]
19,12,[0.25184908927321653, 0.0]
19,13,[0.31025987062824034, 0.0]
19,16,[0.3770868482926818, 2.0]
19,17,[0.2676926747563906, 0.0]
19,273,[0.20412078962487948, 0.0]
19,274,[0.22924385723094848, 0.0]
19,19,[0.341509172369516, 0.0]
19,20,[0.27821692718922736, 0.0]
19,21,[0.23172700560410178, 0.0]
19,22,[0.292160380228158, 0.0]
19,23,[0.21588646434520303, 0.0]
19,535,[0.2787365599787088, 0.0]
19,536,[0.27619337440595876, 0.0]
19,26,[0.26072780191928696, 0.0]
19,28,[0.24834146987902556, 0.0]
19,29,[0.25984906347488546, 0.0]
19,797,[0.21346495064531334, 0.0]
19,33,[0.31236072218691197, 0.0]
19,34,[0.3176936333666016, 0.0]
19,307,[0.2850771982239842, 0.0]
19,53,[0.20825379461707685, 0.0]
19,54,[0.20318483215407157, 0.0]
19,566,[0.3099667969678147, 1.0]
19,57,[0.2000375106154539, 0.0]
19,825,[0.171040856071922, 0.0]
19,58,[0.31163489254863064, 0.0]
19,826,[0.15838461098156045, 0.0]
19,59,[0.3089077437906581, 0.0]
19,315,[0.29919216713281827, 0.0]
19,60,[0.22533947660439335, 0.0]
19,61,[0.17844919696587047, 0.0]
19,317,[0.20516539550241392, 0.0]
19,63,[0.24462847434104876, 0.0]
19,328,[0.2540479677079371, 0.0]
19,337,[0.27071361167534574, 0.0]
19,849,[0.2745600313613169, 0.0]
19,84,[0.22772301164413067, 0.0]
19,87,[0.2607578661932028, 0.0]
19,343,[0.2529212136759707, 0.0]
19,88,[0.15991801129445343, 0.0]
19,344,[0.2576605845395325, 0.0]
19,345,[0.18782681013388292, 0.0]
19,352,[0.22127005838161787, 0.0]
19,97,[0.29544784369225985, 0.0]
19,353,[0.2996093963541465, 0.0]
19,98,[0.25017282082795433, 0.0]
19,354,[0.3291989357117441, 0.0]
19,99,[0.19131761569427372, 0.0]
19,355,[0.24919802162943747, 0.0]
19,100,[0.1884000002220529, 0.0]
19,101,[0.2870425944052103, 0.0]
19,360,[0.30088141664927837, 0.0]
19,361,[0.2213932852542713, 0.0]
19,106,[0.24626257691475884, 0.0]
19,362,[0.2685196737303011, 0.0]
19,108,[0.24062393507737267, 0.0]
19,366,[0.1903532343634523, 0.0]
19,118,[0.2211194778288465, 0.0]
19,119,[0.28394790950144266, 0.0]
19,120,[0.2150102250090933, 0.0]
19,380,[0.3257864140482143, 0.0]
19,637,[0.28905921457841893, 0.0]
19,638,[0.1976765590260189, 0.0]
19,639,[0.27084632884323595, 0.0]
19,640,[0.20096796862339222, 0.0]
19,649,[0.19917293152114832, 0.0]
19,1169,[0.2122616724522593, 0.0]
19,659,[0.2814821106245384, 0.0]
19,407,[0.24440014458101422, 0.0]
19,153,[0.25872398079902936, 0.0]
19,154,[0.19342540875570316, 0.0]
19,413,[0.30206068940343855, 0.0]
19,928,[0.23202254747622042, 0.0]
19,929,[0.198952071994967, 0.0]
19,166,[0.2529392277203168, 0.0]
19,167,[0.2161495604590114, 0.0]
19,168,[0.2919284284978414, 0.0]
19,176,[0.20659719553071748, 0.0]
19,177,[0.2661754182112772, 0.0]
19,180,[0.2960478258915813, 0.0]
19,181,[0.24797787303418173, 0.0]
19,182,[0.24740707983385818, 0.0]
19,439,[0.2718078264608476, 0.0]
19,440,[0.2751584088620111, 0.0]
19,187,[0.293727287155472, 0.0]
19,956,[0.2374548578268586, 0.0]
19,703,[0.19595627238151547, 0.0]
19,975,[0.3105786418180588, 0.0]
19,722,[0.2850103326562563, 0.0]
19,468,[0.16726926012293938, 0.0]
19,469,[0.2578884298332702, 0.0]
19,725,[0.20990733593703687, 0.0]
19,217,[0.2391345865497479, 0.0]
19,218,[0.3071538628231263, 1.0]
19,219,[0.23404149051208056, 0.0]
19,731,[0.22632840666937232, 0.0]
19,220,[0.2523677324157576, 0.0]
19,476,[0.17364002964260056, 0.0]
19,733,[0.21382837520013775, 0.0]
19,735,[0.22148478690635554, 0.0]
19,994,[0.19396631259113642, 0.0]
19,483,[0.3094544429604847, 2.0]
20,1,[0.28204736022968, 0.0]
20,2,[0.32212286931678324, 0.0]
20,3,[0.24366423150295985, 0.0]
20,4,[0.23572502222410108, 0.0]
20,5,[0.26025511936995127, 0.0]
20,7,[0.25670929469340564, 0.0]
20,263,[0.20650390923606482, 0.0]
20,8,[0.2624844621478167, 0.0]
20,776,[0.13881757964674857, 0.0]
20,267,[0.20740652516567096, 0.0]
20,16,[0.33921349106448573, 0.0]
20,17,[0.2767328977751082, 0.0]
20,18,[0.3188931280184244, 1.0]
20,19,[0.28882100032650526, 0.0]
20,20,[0.28725715020794496, 0.0]
20,21,[0.2407672286228194, 0.0]
20,22,[0.32095368966662874, 0.0]
20,23,[0.24467977378367375, 0.0]
20,26,[0.20063222246886883, 0.0]
20,30,[0.19338700574650877, 0.0]
20,31,[0.2719906833447234, 0.0]
20,37,[0.3426126819138807, 0.0]
20,38,[0.2649787305847942, 0.0]
20,39,[0.2009274386791861, 0.0]
20,40,[0.23646349186024443, 0.0]
20,814,[0.29658623407478574, 0.0]
20,815,[0.30576534701953756, 0.0]
20,50,[0.16590015771805394, 0.0]
20,307,[0.2410310014896154, 0.0]
20,54,[0.2035830798641472, 0.0]
20,569,[0.31455267105004026, 0.0]
20,314,[0.23618208116128372, 0.0]
20,570,[0.2991289475306689, 0.0]
20,60,[0.23746611937619738, 0.0]
20,61,[0.1905758397376745, 0.0]
20,573,[0.30021991588114183, 0.0]
20,62,[0.2115929027734917, 0.0]
20,64,[0.3254587845410367, 1.0]
20,586,[0.2349128514031229, 0.0]
20,75,[0.30607754492564504, 0.0]
20,331,[0.18005745721086472, 0.0]
20,78,[0.3189689325134456, 0.0]
20,334,[0.22154080157249884, 0.0]
20,79,[0.3101466116630575, 0.0]
20,335,[0.3020810088320173, 0.0]
20,80,[0.33491846754736415, 0.0]
20,336,[0.2859422520148299, 0.0]
20,83,[0.2649589450988307, 0.0]
20,344,[0.2765773507681267, 0.0]
20,345,[0.2067435763624771, 0.0]
20,346,[0.20091844385986476, 0.0]
20,347,[0.242041953096473, 0.0]
20,1117,[0.21612783012185527, 0.0]
20,350,[0.24928562368065924, 0.0]
20,1118,[0.3131798677835267, 0.0]
20,351,[0.2726578097206459, 0.0]
20,97,[0.2711547333776441, 0.0]
20,98,[0.22587971051333863, 0.0]
20,866,[0.28977217470507427, 0.0]
20,106,[0.2929571209211308, 0.0]
20,107,[0.21400270808277755, 0.0]
20,619,[0.21685926242363607, 0.0]
20,620,[0.3022095854021648, 0.0]
20,1132,[0.30161999363125425, 0.0]
20,621,[0.24158007119610866, 0.0]
20,1133,[0.2674769823106257, 0.0]
20,110,[0.2852511852549512, 0.0]
20,111,[0.2830154950622261, 0.0]
20,112,[0.21592816048623978, 0.0]
20,113,[0.26212543368766306, 0.0]
20,114,[0.3137854540229834, 0.0]
20,371,[0.14818729474229572, 0.0]
20,888,[0.18903983530189017, 0.0]
20,889,[0.2195224543599293, 0.0]
20,890,[0.26137453377688163, 0.0]
20,1146,[0.20329306919581228, 0.0]
20,123,[0.2906861974020944, 0.0]
20,124,[0.27796633791318975, 0.0]
20,381,[0.22210254913604308, 0.0]
20,637,[0.2752599314242971, 0.0]
20,382,[0.2370240031029269, 0.0]
20,639,[0.23667667531874373, 0.0]
20,648,[0.24492765763286783, 0.0]
20,137,[0.1934196179321426, 0.0]
20,397,[0.31522299907109236, 1.0]
20,398,[0.2980768847302304, 0.0]
20,654,[0.2654464301138239, 0.0]
20,399,[0.3648449186670635, 2.0]
20,655,[0.24367756440291094, 0.0]
20,656,[0.25772183750309413, 0.0]
20,657,[0.2671908545668802, 0.0]
20,665,[0.21478108993244716, 0.0]
20,666,[0.1614893105430804, 0.0]
20,923,[0.2894634875446079, 0.0]
20,924,[0.23942533570904373, 0.0]
20,416,[0.33834693115820624, 0.0]
20,928,[0.24908746185296277, 0.0]
20,417,[0.22160776518980876, 0.0]
20,929,[0.21601698637170932, 0.0]
20,418,[0.3328131842175444, 0.0]
20,163,[0.2605606507652932, 0.0]
20,419,[0.2732429302643741, 0.0]
20,420,[0.28274181242495783, 0.0]
20,169,[0.2958135668883064, 0.0]
20,427,[0.3057138684144919, 0.0]
20,429,[0.26019706987503644, 0.0]
20,1197,[0.33832523000632203, 0.0]
20,1198,[0.256984574056909, 0.0]
20,688,[0.19876677720660707, 0.0]
20,689,[0.26694090216774957, 0.0]
20,183,[0.2909266829074317, 0.0]
20,695,[0.2701775210244382, 0.0]
20,184,[0.2904005938818609, 0.0]
20,185,[0.22619525682701108, 0.0]
20,186,[0.2092163136283352, 0.0]
20,187,[0.2928909669643131, 0.0]
20,956,[0.25637162405545283, 0.0]
20,190,[0.2873146687631838, 0.0]
20,446,[0.26066869082330996, 0.0]
20,191,[0.20729703459718632, 0.0]
20,452,[0.23373366627112802, 0.0]
20,458,[0.28049112118125386, 0.0]
20,715,[0.16932533888848583, 0.0]
20,719,[0.2643846214565232, 0.0]
20,720,[0.23515601671807684, 0.0]
20,976,[0.2606465806837008, 0.0]
20,211,[0.31590707844174787, 0.0]
20,987,[0.27800728215312404, 0.0]
20,732,[0.26675895232472613, 0.0]
20,994,[0.18078431338763182, 0.0]
20,227,[0.23295126821830742, 0.0]
20,483,[0.28948232030018994, 0.0]
20,739,[0.2454950814564415, 0.0]
20,228,[0.19835183804207548, 0.0]
20,229,[0.24714301415344697, 0.0]
20,997,[0.2828961381092825, 0.0]
20,492,[0.2957318790685878, 0.0]
20,239,[0.24160348283630947, 0.0]
20,240,[0.25054564883283564, 0.0]
20,1008,[0.24295500998072345, 0.0]
20,247,[0.18777550384810165, 0.0]
20,248,[0.27389174719270243, 0.0]
20,507,[0.24459118325619272, 0.0]
20,252,[0.2612190838559211, 0.0]
20,508,[0.320696088578458, 1.0]
20,253,[0.24781100304051337, 0.0]
20,511,[0.23093860132822802, 0.0]
21,0,[0.19371026024696333, 0.0]
21,1,[0.3052452893415876, 0.0]
21,258,[0.20955104952279135, 0.0]
21,3,[0.28538067913338605, 0.0]
21,259,[0.20884588154065942, 0.0]
21,6,[0.17601794771062818, 0.0]
21,267,[0.179369886376344, 0.0]
21,16,[0.35685586462083785, 2.0]
21,17,[0.27091848120800344, 0.0]
21,1041,[0.33627751232344505, 0.0]
21,18,[0.320486118858727, 2.0]
21,19,[0.27436460845075855, 0.0]
21,20,[0.29255384475195134, 0.0]
21,21,[0.2460639231668258, 0.0]
21,22,[0.3632874212476721, 2.0]
21,23,[0.28701350536471715, 0.0]
21,24,[0.22859645452604932, 0.0]
21,25,[0.3167341222980803, 0.0]
21,26,[0.24049681824744312, 0.0]
21,538,[0.18846502973872942, 0.0]
21,27,[0.2204863872199757, 0.0]
21,539,[0.19999166758868306, 0.0]
21,30,[0.16473308300656453, 0.0]
21,1056,[0.23010850138629074, 0.0]
21,33,[0.3155865286385249, 0.0]
21,34,[0.3332651188305602, 0.0]
21,307,[0.28953757257683166, 0.0]
21,54,[0.207645206506919, 0.0]
21,57,[0.20202874916583222, 0.0]
21,58,[0.31362613109900894, 1.0]
21,59,[0.3108989823410364, 0.0]
21,315,[0.2838994550659127, 0.0]
21,316,[0.19661772363730604, 0.0]
21,62,[0.22059330102120175, 0.0]
21,329,[0.33659870174267, 0.0]
21,330,[0.3755950154181528, 0.0]
21,586,[0.27539473113231444, 0.0]
21,75,[0.30952238761779954, 0.0]
21,78,[0.2983397011315261, 0.0]
21,79,[0.289517380281138, 0.0]
21,80,[0.3142892361654446, 0.0]
21,336,[0.26531302063291035, 0.0]
21,81,[0.25512142129580034, 0.0]
21,82,[0.31724845858421297, 0.0]
21,83,[0.29432971371691125, 0.0]
21,339,[0.29647169494979875, 0.0]
21,340,[0.25371512317212414, 0.0]
21,341,[0.33920434909766056, 2.0]
21,342,[0.2684575625127401, 0.0]
21,346,[0.21300526186066124, 0.0]
21,347,[0.25412877109726945, 0.0]
21,93,[0.20985645105704992, 0.0]
21,350,[0.29100207131108535, 0.0]
21,351,[0.314374257351072, 0.0]
21,102,[0.23569688997593866, 0.0]
21,103,[0.3137294530968162, 0.0]
21,104,[0.27993098273355743, 0.0]
21,105,[0.2955562607511264, 0.0]
21,111,[0.25806527602598556, 0.0]
21,112,[0.19097794144999924, 0.0]
21,1140,[0.2470835585089211, 0.0]
21,635,[0.23005977274210831, 0.0]
21,637,[0.3058652679436121, 1.0]
21,640,[0.21900858988981992, 0.0]
21,644,[0.18165284867993434, 0.0]
21,645,[0.2065286093553456, 0.0]
21,646,[0.22365602689780234, 0.0]
21,393,[0.25745277650732035, 0.0]
21,649,[0.19375676266411923, 0.0]
21,140,[0.2201085097760928, 0.0]
21,398,[0.2879414805088047, 0.0]
21,399,[0.3547095144456377, 0.0]
21,656,[0.26363581599771774, 0.0]
21,149,[0.2905547149007265, 0.0]
21,150,[0.2543345060530733, 0.0]
21,923,[0.30710586110095994, 0.0]
21,924,[0.2570677092653958, 0.0]
21,416,[0.30413745286270644, 0.0]
21,417,[0.18739828689430896, 0.0]
21,418,[0.2986037059220446, 0.0]
21,419,[0.23903345196887427, 0.0]
21,164,[0.28959909092477976, 0.0]
21,420,[0.24853233412945802, 0.0]
21,165,[0.20797461039996076, 0.0]
21,1192,[0.30273106136479927, 1.0]
21,169,[0.31160408859280664, 0.0]
21,681,[0.2795617553269295, 0.0]
21,682,[0.34635092809750523, 0.0]
21,173,[0.3032631143646235, 0.0]
21,174,[0.3442669323058885, 0.0]
21,178,[0.14666222655470512, 0.0]
21,179,[0.27678575976577147, 0.0]
21,182,[0.22964523196448344, 0.0]
21,183,[0.317828315723043, 0.0]
21,184,[0.3173022266974722, 0.0]
21,185,[0.24198577853151126, 0.0]
21,697,[0.30631452745234633, 1.0]
21,186,[0.22500683533283541, 0.0]
21,698,[0.2942050115258703, 0.0]
21,188,[0.22382371266760254, 0.0]
21,189,[0.2649822877134459, 0.0]
21,190,[0.2839693879985481, 0.0]
21,191,[0.20395175383255068, 0.0]
21,959,[0.2668404917079388, 0.0]
21,960,[0.20717502067265045, 0.0]
21,716,[0.20050087138906236, 0.0]
21,473,[0.22115566152222957, 0.0]
21,988,[0.27668152729996487, 0.0]
21,989,[0.2669305345036023, 0.0]
21,990,[0.21488753636668184, 0.0]
21,239,[0.28023351071364916, 0.0]
21,240,[0.2891756767101753, 0.0]
21,497,[0.20704185214143683, 0.0]
21,498,[0.2807263132766162, 0.0]
21,501,[0.24404304279566147, 0.0]
21,502,[0.3239665054203996, 0.0]
21,503,[0.2538284619101799, 0.0]
21,249,[0.26824179344242266, 0.0]
21,250,[0.3409928871606363, 0.0]
21,251,[0.2274264799707187, 0.0]
22,0,[0.1815935736679112, 0.0]
22,1,[0.28325205955265886, 0.0]
22,518,[0.2888657754906485, 0.0]
22,263,[0.25647404065780915, 0.0]
22,268,[0.24481664935783043, 0.0]
22,269,[0.3384565236071531, 0.0]
22,781,[0.2787226152285354, 0.0]
22,14,[0.31536045707723753, 0.0]
22,18,[0.3639249878352304, 0.0]
22,1044,[0.3534068443944138, 0.0]
22,22,[0.36228184577973105, 0.0]
22,534,[0.2524206283865346, 0.0]
22,23,[0.2860079298967761, 0.0]
22,24,[0.22265260745316998, 0.0]
22,25,[0.3107902752252009, 0.0]
22,26,[0.21603445265604526, 0.0]
22,30,[0.19582627297072225, 0.0]
22,32,[0.24309178677399523, 0.0]
22,33,[0.31643280502243565, 0.0]
22,317,[0.2147930338934932, 0.0]
22,320,[0.2788333502332123, 0.0]
22,576,[0.30331423834685856, 0.0]
22,321,[0.27143622521062316, 0.0]
22,577,[0.22686300091076947, 0.0]
22,74,[0.2642076542864704, 0.0]
22,339,[0.3411451318275367, 0.0]
22,84,[0.20401731670187656, 0.0]
22,340,[0.2983885600498621, 0.0]
22,341,[0.33696420572848496, 0.0]
22,342,[0.2662174191435645, 0.0]
22,344,[0.28210303774542655, 0.0]
22,345,[0.21226926333977697, 0.0]
22,859,[0.25749280559244003, 0.0]
22,349,[0.2216487477170906, 0.0]
22,96,[0.2900720322505753, 0.0]
22,608,[0.25393785307293676, 0.0]
22,354,[0.3277154629917123, 0.0]
22,355,[0.2477145489094056, 0.0]
22,102,[0.2223456354956519, 0.0]
22,103,[0.3003781986165294, 2.0]
22,104,[0.2937402220804312, 0.0]
22,105,[0.3093655000980001, 0.0]
22,106,[0.30280379555275166, 0.0]
22,109,[0.2970858836559656, 0.0]
22,622,[0.3417001426781998, 0.0]
22,623,[0.37426772703635947, 0.0]
22,624,[0.27261653442413536, 0.0]
22,113,[0.3034535898007654, 2.0]
22,369,[0.2537069982926174, 0.0]
22,114,[0.35511361013608583, 0.0]
22,370,[0.3051415431787069, 0.0]
22,371,[0.20124384591712646, 0.0]
22,118,[0.2850681038742467, 0.0]
22,119,[0.34789653554684286, 0.0]
22,120,[0.2789588510544935, 0.0]
22,633,[0.2008589976458193, 0.0]
22,634,[0.269909774804885, 0.0]
22,639,[0.2718319919256732, 0.0]
22,384,[0.26978878212954305, 0.0]
22,640,[0.257509187261385, 0.0]
22,385,[0.21629970334076526, 0.0]
22,388,[0.39449613641205544, 2.0]
22,644,[0.221388013952734, 0.0]
22,389,[0.3556754445692694, 0.0]
22,647,[0.21778053556315194, 0.0]
22,650,[0.36542747192867087, 0.0]
22,149,[0.27720346042043975, 0.0]
22,150,[0.24098325157278658, 0.0]
22,662,[0.33679345009338985, 0.0]
22,151,[0.20479944809259015, 0.0]
22,663,[0.2623524283723698, 0.0]
22,152,[0.24525088089056685, 0.0]
22,667,[0.2126837226790659, 0.0]
22,668,[0.22346631386174437, 0.0]
22,669,[0.1737264278901282, 0.0]
22,670,[0.3303058816707894, 1.0]
22,671,[0.31037915918854786, 1.0]
22,163,[0.27966658465617333, 0.0]
22,164,[0.3108157376790609, 0.0]
22,165,[0.2291912571542419, 0.0]
22,166,[0.30701131055584047, 1.0]
22,167,[0.2702216432945351, 0.0]
22,168,[0.34600051133336507, 2.0]
22,428,[0.3676419605717549, 2.0]
22,690,[0.25763460291420603, 0.0]
22,435,[0.23207619520730746, 0.0]
22,436,[0.28239924584166076, 0.0]
22,437,[0.33704554401823084, 0.0]
22,438,[0.2330311053346359, 0.0]
22,185,[0.2786345240512246, 0.0]
22,186,[0.2616555808525487, 0.0]
22,699,[0.25548311771612187, 0.0]
22,451,[0.3047879789033764, 0.0]
22,711,[0.356740463415084, 1.0]
22,967,[0.25219399354577693, 0.0]
22,712,[0.30658153596124715, 1.0]
22,968,[0.24734818706309675, 0.0]
22,713,[0.30619083168497563, 0.0]
22,969,[0.24704136114521405, 0.0]
22,970,[0.30842809271368593, 2.0]
22,722,[0.32303303277573064, 1.0]
22,225,[0.3615609092812592, 0.0]
22,226,[0.23499490949788565, 0.0]
22,496,[0.3069011820328358, 0.0]
22,497,[0.20109800506855752, 0.0]
22,498,[0.27478246620373686, 0.0]
22,1014,[0.28161157591725483, 0.0]
22,247,[0.23712835131922871, 0.0]
22,1015,[0.24876916866771914, 0.0]
22,248,[0.3232445946638295, 0.0]
22,1016,[0.3100148559230101, 1.0]
22,765,[0.3471924613573011, 0.0]
22,254,[0.3371736853421629, 0.0]
23,640,[0.23660118248241252, 0.0]
23,2,[0.34254302065091313, 0.0]
